date,pollution,dew,temp,press,wnd_spd,snow,rain
2010-05-02,78.042,0.375,23.875,1002.250,19.760,0.000,0.000
2010-05-03,109.875,3.250,19.667,1007.458,4.599,0.000,0.000
2010-05-04,137.292,11.625,19.667,1002.542,12.328,0.000,0.500
2010-05-05,125.458,9.708,18.833,998.250,66.083,0.000,0.583
2010-05-06,18.958,0.250,20.625,1006.000,54.321,0.000,0.000
2010-05-07,96.417,2.417,21.667,1003.333,38.776,0.000,0.000
2010-05-08,128.292,6.500,19.542,1006.792,17.471,0.000,0.000
2010-05-09,79.875,0.667,17.292,1007.083,33.402,0.000,0.125
2010-05-10,47.458,-0.458,16.833,1005.958,49.947,0.000,0.000
2010-05-11,16.042,2.000,17.958,1014.708,60.121,0.000,0.000
2010-05-12,43.667,5.958,17.417,1017.875,13.749,0.000,0.000
2010-05-13,67.333,6.125,18.708,1017.500,13.391,0.000,0.000
2010-05-14,136.125,9.292,18.000,1015.000,9.482,0.000,0.667
2010-05-15,181.750,12.250,21.458,1012.583,8.511,0.000,0.000
2010-05-16,109.958,12.375,18.708,1014.000,63.310,0.000,1.542
2010-05-17,61.917,13.292,16.458,1009.708,14.102,0.000,1.167
2010-05-18,51.625,10.250,17.542,1002.042,19.481,0.000,0.958
2010-05-19,33.917,3.750,24.083,999.792,13.744,0.000,0.000
2010-05-20,64.083,4.875,25.417,1004.708,13.892,0.000,0.000
2010-05-21,108.208,10.875,23.375,1007.083,19.445,0.000,0.000
2010-05-22,151.333,11.500,22.417,1005.708,7.577,0.000,0.000
2010-05-23,125.250,9.958,24.167,1000.542,7.598,0.000,0.042
2010-05-24,45.792,7.333,23.417,1003.208,24.272,0.000,0.000
2010-05-25,33.208,3.958,24.875,1010.375,8.235,0.000,0.000
2010-05-26,81.917,11.000,25.167,1012.833,22.111,0.000,0.000
2010-05-27,67.125,14.542,20.833,1014.958,3.743,0.000,3.417
2010-05-28,130.875,16.167,19.125,1009.708,4.023,0.000,7.458
2010-05-29,143.500,13.042,22.792,1004.875,6.329,0.000,0.000
2010-05-30,39.458,11.125,23.208,1007.167,9.516,0.000,0.042
2010-05-31,84.417,13.292,21.833,1014.667,7.563,0.000,0.083
2010-06-01,96.583,14.417,20.875,1015.208,4.896,0.000,0.125
2010-06-02,35.292,14.750,20.167,1016.000,3.296,0.000,0.417
2010-06-03,115.458,13.042,21.750,1017.333,8.210,0.000,0.000
2010-06-04,40.000,11.833,22.667,1015.292,13.442,0.000,0.000
2010-06-07,65.792,15.208,25.333,1012.542,22.277,0.000,0.000
2010-06-08,26.792,12.708,25.750,1013.750,13.413,0.000,0.000
2010-06-09,14.000,12.083,25.500,1013.833,7.094,0.000,0.000
2010-06-10,49.875,14.625,21.125,1013.333,12.612,0.000,0.625
2010-06-11,86.833,15.458,21.375,1011.542,6.781,0.000,0.000
2010-06-12,110.167,16.292,24.500,1007.708,7.152,0.000,0.125
2010-06-13,115.958,17.708,23.417,1005.208,23.973,0.000,0.667
2010-06-14,83.667,18.083,24.000,1003.708,9.460,0.000,0.000
2010-06-15,146.375,18.792,26.667,1001.042,3.221,0.000,0.042
2010-06-16,93.917,18.708,25.333,1000.375,6.035,0.000,0.250
2010-06-17,36.667,17.458,19.708,1002.083,3.724,0.000,0.625
2010-06-18,67.083,17.042,21.792,1003.375,5.736,0.000,0.000
2010-06-19,94.500,18.083,24.417,1004.333,5.624,0.000,0.000
2010-06-20,74.375,16.042,27.917,1006.917,11.457,0.000,0.000
2010-06-21,74.208,15.375,25.667,1003.708,6.090,0.000,0.042
2010-06-22,53.458,17.042,26.750,1004.750,19.650,0.000,0.042
2010-06-23,34.042,10.958,25.958,1009.458,9.790,0.000,0.000
2010-06-24,76.833,13.042,26.083,1008.000,9.799,0.000,0.000
2010-06-25,163.417,15.708,25.917,1008.000,8.941,0.000,0.000
2010-06-26,173.417,16.583,26.167,1006.458,8.381,0.000,0.000
2010-06-27,117.958,15.625,25.750,1003.958,10.973,0.000,0.167
2010-06-28,153.417,18.958,26.417,1001.792,12.793,0.000,0.000
2010-06-29,188.542,19.542,27.250,1002.917,13.893,0.000,0.000
2010-06-30,177.500,20.042,26.250,1002.667,7.806,0.000,0.000
2010-07-01,126.167,21.167,23.875,1000.375,5.384,0.000,1.500
2010-07-02,27.542,16.917,28.583,999.583,11.417,0.000,0.000
2010-07-03,68.958,19.125,30.500,999.792,9.050,0.000,0.000
2010-07-04,91.792,19.125,30.958,999.625,9.313,0.000,0.042
2010-07-05,48.083,12.292,32.375,999.625,14.958,0.000,0.000
2010-07-06,25.583,9.667,32.875,1000.208,13.762,0.000,0.000
2010-07-07,56.917,16.125,27.333,1004.250,9.424,0.000,0.000
2010-07-08,45.625,14.625,29.917,1005.625,8.998,0.000,0.000
2010-07-09,86.167,18.250,25.500,1006.250,12.386,0.000,1.083
2010-07-10,80.875,19.792,21.667,1005.542,12.727,0.000,3.208
2010-07-11,163.917,20.417,22.875,1004.542,23.105,0.000,0.667
2010-07-12,120.958,20.417,22.875,1006.292,2.570,0.000,0.042
2010-07-13,106.250,20.875,24.458,1009.417,7.861,0.000,0.417
2010-07-14,129.292,21.708,25.208,1009.833,3.724,0.000,0.000
2010-07-15,195.917,21.833,24.083,1006.333,4.601,0.000,0.375
2010-07-16,202.750,22.583,26.750,1004.333,8.737,0.000,0.125
2010-07-17,113.667,22.167,27.875,1005.917,8.998,0.000,0.042
2010-07-18,156.042,22.583,28.250,1005.667,18.123,0.000,0.042
2010-07-19,167.833,22.250,25.250,1006.333,35.433,0.000,1.250
2010-07-20,43.167,19.833,25.958,1003.458,15.047,0.000,0.583
2010-07-21,70.833,21.625,27.042,1006.208,13.908,0.000,0.000
2010-07-22,163.458,23.458,28.250,1007.875,9.482,0.000,0.000
2010-07-23,173.542,23.458,29.833,1008.083,17.453,0.000,0.000
2010-07-24,94.083,23.042,30.167,1010.083,25.111,0.000,0.000
2010-07-25,164.208,23.333,30.042,1009.667,23.898,0.000,0.000
2010-07-26,210.875,24.333,29.208,1008.125,9.574,0.000,0.000
2010-07-27,183.750,23.750,30.458,1004.375,23.507,0.000,0.000
2010-07-28,176.750,23.958,30.583,999.458,49.106,0.000,0.000
2010-07-29,197.583,26.208,30.208,996.208,21.218,0.000,0.250
2010-07-30,214.917,25.250,27.875,998.833,6.125,0.000,0.125
2010-07-31,125.583,22.625,28.792,1000.125,14.373,0.000,0.250
2010-08-01,41.542,18.208,26.958,1008.292,12.516,0.000,0.083
2010-08-02,68.792,16.250,26.208,1008.083,8.676,0.000,0.000
2010-08-03,146.167,18.958,25.708,1002.542,9.093,0.000,0.000
2010-08-04,120.083,21.375,24.542,1003.000,15.082,0.000,0.417
2010-08-05,22.417,13.208,26.875,1008.000,57.577,0.000,0.000
2010-08-06,19.875,13.042,24.417,1015.208,69.778,0.000,0.000
2010-08-07,79.875,18.042,24.500,1010.875,15.551,0.000,0.250
2010-08-08,92.833,20.042,25.417,1004.125,8.831,0.000,0.917
2010-08-09,238.167,22.417,27.292,1003.875,4.919,0.000,0.000
2010-08-10,148.167,18.833,27.458,1006.250,11.812,0.000,0.000
2010-08-11,116.167,21.958,25.208,1004.958,21.688,0.000,0.250
2010-08-12,92.333,21.292,26.750,1001.167,4.767,0.000,0.000
2010-08-13,108.542,24.583,27.417,1000.917,7.116,0.000,0.083
2010-08-16,25.042,16.083,27.875,1006.750,11.190,0.000,0.000
2010-08-17,141.875,18.458,27.625,1007.833,34.385,0.000,0.000
2010-08-18,233.833,22.500,25.500,1010.167,41.360,0.000,2.042
2010-08-19,110.167,21.333,24.625,1011.833,9.112,0.000,2.125
2010-08-20,119.250,22.167,26.458,1013.875,10.226,0.000,0.000
2010-08-21,38.667,19.375,21.417,1012.000,15.162,0.000,4.458
2010-08-22,21.958,16.292,23.000,1013.167,10.672,0.000,0.208
2010-08-23,79.375,18.667,23.708,1013.708,6.537,0.000,0.000
2010-08-24,132.375,19.417,24.333,1013.625,15.592,0.000,0.000
2010-08-25,87.625,17.625,23.042,1014.542,3.593,0.000,0.000
2010-08-26,63.875,17.000,25.042,1014.250,7.469,0.000,0.000
2010-08-27,39.417,15.167,24.833,1012.583,17.138,0.000,0.000
2010-08-28,47.667,16.542,24.750,1010.208,11.586,0.000,0.000
2010-08-29,114.833,18.958,25.708,1007.500,10.134,0.000,0.000
2010-08-30,109.417,19.750,25.458,1007.792,6.205,0.000,0.042
2010-08-31,88.792,19.542,23.792,1010.125,5.198,0.000,0.125
2010-09-01,70.375,18.958,23.250,1013.417,11.755,0.000,0.250
2010-09-02,96.208,18.833,24.292,1014.792,5.177,0.000,0.000
2010-09-03,110.917,19.083,23.000,1013.583,5.771,0.000,0.667
2010-09-04,93.583,16.875,23.250,1012.375,4.434,0.000,0.000
2010-09-05,118.792,19.167,24.083,1010.917,6.772,0.000,0.000
2010-09-06,153.958,19.958,24.917,1010.125,2.941,0.000,0.000
2010-09-07,134.583,18.250,24.208,1013.500,4.560,0.000,0.000
2010-09-08,96.542,14.083,21.958,1014.792,5.660,0.000,0.000
2010-09-09,159.750,15.667,21.750,1011.458,12.664,0.000,0.000
2010-09-10,99.750,12.042,23.375,1008.042,17.789,0.000,0.000
2010-09-11,30.042,12.458,24.125,1009.250,10.265,0.000,0.000
2010-09-12,121.208,14.667,24.667,1010.458,6.016,0.000,0.000
2010-09-13,156.583,16.458,25.292,1011.583,6.625,0.000,0.000
2010-09-14,195.792,16.708,24.917,1013.000,8.047,0.000,0.000
2010-09-15,306.667,19.333,25.042,1011.167,17.508,0.000,0.000
2010-09-16,195.500,19.875,23.417,1010.375,82.600,0.000,0.792
2010-09-17,45.042,14.750,16.083,1012.500,38.970,0.000,15.500
2010-09-18,23.292,12.708,15.083,1014.708,4.975,0.000,12.250
2010-09-19,56.625,13.958,19.208,1012.875,5.384,0.000,0.250
2010-09-20,92.750,15.083,17.667,1012.333,8.217,0.000,0.708
2010-09-21,2.667,11.167,14.792,1020.667,17.044,0.000,3.000
2010-09-27,1.875,1.083,16.958,1016.542,45.947,0.000,0.000
2010-09-30,26.458,10.167,15.458,1018.292,2.885,0.000,0.000
2010-10-01,223.500,13.750,17.667,1017.625,1.972,0.000,0.042
2010-10-02,35.042,11.375,17.417,1013.500,48.487,0.000,1.458
2010-10-03,10.000,2.375,17.750,1016.042,198.795,0.000,0.000
2010-10-04,24.542,6.917,15.542,1017.708,5.269,0.000,0.000
2010-10-05,77.083,10.417,16.625,1014.292,4.470,0.000,0.000
2010-10-06,268.833,13.292,17.000,1013.458,3.425,0.000,0.000
2010-10-07,377.083,13.375,16.708,1015.583,2.605,0.000,0.000
2010-10-08,368.292,12.875,16.083,1014.917,2.643,0.000,0.000
2010-10-09,357.250,12.667,15.333,1010.792,2.211,0.000,0.000
2010-10-10,387.958,14.000,15.250,1011.083,2.493,0.000,0.917
2010-10-11,10.375,6.917,14.708,1017.667,16.687,0.000,0.750
2010-10-12,48.125,5.917,12.292,1022.083,4.917,0.000,0.000
2010-10-13,116.250,8.583,14.042,1016.750,4.504,0.000,0.000
2010-10-14,16.042,0.000,15.167,1019.458,45.892,0.000,0.000
2010-10-15,39.333,-0.042,14.958,1015.833,74.390,0.000,0.000
2010-10-16,76.250,5.167,12.042,1018.250,20.033,0.000,0.000
2010-10-17,45.708,-2.875,8.625,1028.333,66.147,0.000,0.000
2010-10-18,67.750,3.375,7.208,1026.958,6.088,0.000,2.292
2010-10-19,71.667,6.750,8.708,1026.792,1.916,0.000,0.000
2010-10-20,82.208,6.667,9.083,1027.208,1.915,0.000,0.000
2010-10-21,124.375,8.333,10.458,1022.542,1.880,0.000,0.000
2010-10-22,168.917,9.542,11.667,1020.375,1.840,0.000,0.000
2010-10-23,216.625,11.375,13.083,1018.625,2.492,0.000,0.417
2010-10-24,101.458,6.500,9.417,1023.333,23.637,0.000,3.792
2010-10-25,11.125,-8.375,8.250,1031.292,83.951,0.000,0.000
2010-10-26,13.042,-11.042,3.542,1039.083,7.637,0.000,0.000
2010-10-27,86.875,-3.000,3.542,1030.625,3.124,0.000,0.000
2010-10-28,77.292,-0.708,8.375,1027.958,7.281,0.000,0.000
2010-10-29,52.125,-0.500,10.542,1027.292,9.574,0.000,0.000
2010-10-30,50.708,-0.167,10.292,1026.792,8.289,0.000,0.000
2010-10-31,72.708,0.250,9.917,1024.333,13.735,0.000,0.000
2010-11-01,25.333,-4.542,8.583,1028.250,12.815,0.000,0.000
2010-11-03,41.000,-0.917,7.250,1022.375,3.219,0.000,0.000
2010-11-04,65.792,-0.833,9.833,1021.708,10.954,0.000,0.000
2010-11-05,101.500,1.208,10.042,1019.750,7.450,0.000,0.000
2010-11-06,271.083,4.208,8.583,1015.958,2.121,0.000,0.000
2010-11-07,69.375,-2.000,10.083,1017.625,60.885,0.000,0.000
2010-11-08,12.875,-9.083,7.667,1024.500,79.517,0.000,0.000
2010-11-09,59.333,-5.583,2.250,1020.958,1.768,0.000,0.000
2010-11-10,130.458,-2.708,3.458,1016.875,5.098,0.000,0.000
2010-11-11,75.750,-2.333,6.083,1011.083,56.878,0.000,0.000
2010-11-12,66.042,-7.583,1.125,1017.896,111.360,0.000,0.000
2010-11-13,17.042,-12.833,3.125,1027.583,131.352,0.000,0.000
2010-11-14,22.000,-8.000,0.000,1035.000,194.065,0.000,0.000
2010-11-15,52.917,-6.667,-0.292,1031.000,237.025,0.000,0.000
2010-11-16,138.958,-4.000,-1.000,1023.000,279.985,0.000,0.000
2010-11-17,320.167,-3.000,1.708,1022.625,52.460,0.000,0.000
2010-11-18,384.500,0.000,3.542,1019.542,4.563,0.000,0.000
2010-11-19,370.333,0.083,4.917,1014.208,6.255,0.000,0.000
2010-11-20,296.583,-0.708,5.208,1010.875,6.109,0.000,0.000
2010-11-21,136.708,-8.000,5.542,1014.375,68.844,0.000,0.000
2010-11-22,63.958,-10.167,1.875,1021.125,4.396,0.000,0.000
2010-11-23,230.875,-7.042,2.250,1019.917,2.735,0.000,0.000
2010-11-24,71.750,-12.667,2.667,1024.333,45.248,0.000,0.000
2010-11-25,66.625,-11.708,-0.667,1025.708,4.378,0.000,0.000
2010-11-26,116.667,-10.417,-0.917,1017.083,3.686,0.000,0.000
2010-11-27,27.667,-19.792,1.375,1022.875,78.715,0.000,0.000
2010-11-28,171.417,-12.208,-1.625,1021.708,1.934,0.000,0.000
2010-11-29,190.417,-4.417,-0.500,1019.375,3.851,0.000,0.000
2010-11-30,224.208,-1.917,-0.458,1018.333,4.264,0.000,0.000
2010-12-01,257.625,-0.958,0.667,1013.292,3.123,0.000,0.000
2010-12-02,83.500,-12.625,2.417,1019.125,66.698,0.000,0.000
2010-12-03,74.750,-12.625,-1.917,1022.083,2.755,0.000,0.000
2010-12-04,167.333,-9.292,-0.333,1011.958,5.737,0.000,0.000
2010-12-05,78.458,-9.417,4.292,1020.333,32.920,0.000,0.000
2010-12-06,17.875,-17.750,1.833,1031.083,154.005,0.000,0.000
2010-12-07,57.000,-16.000,2.583,1017.042,10.914,0.000,0.000
2010-12-08,39.417,-11.875,2.667,1015.333,8.030,0.000,0.000
2010-12-09,193.958,-7.958,0.208,1010.667,3.278,0.000,0.000
2010-12-10,104.375,-12.458,0.833,1009.667,72.910,0.000,0.000
2010-12-11,45.750,-15.708,-2.708,1020.833,37.255,0.000,0.000
2010-12-12,115.458,-10.333,-2.042,1017.792,9.012,0.000,0.000
2010-12-13,20.833,-21.208,-4.708,1029.667,55.518,0.000,0.000
2010-12-14,17.333,-22.917,-7.458,1034.333,53.636,0.000,0.000
2010-12-15,22.417,-25.042,-7.875,1032.750,162.110,0.000,0.000
2010-12-16,54.208,-21.000,-2.500,1017.292,13.875,0.000,0.000
2010-12-17,108.333,-16.708,-0.542,1013.042,9.253,0.000,0.000
2010-12-18,271.750,-12.167,-2.958,1012.542,2.065,0.000,0.000
2010-12-19,153.125,-13.125,4.542,1016.042,27.322,0.000,0.000
2010-12-20,200.292,-11.708,1.125,1016.875,4.933,0.000,0.000
2010-12-21,434.833,-7.500,-1.000,1012.625,2.228,0.000,0.000
2010-12-22,145.125,-13.667,0.958,1018.583,31.013,0.000,0.000
2010-12-23,23.167,-23.208,-6.125,1035.083,37.571,0.000,0.000
2010-12-24,43.458,-25.000,-9.667,1037.333,9.793,0.000,0.000
2010-12-25,55.583,-22.333,-7.833,1027.208,8.325,0.000,0.000
2010-12-26,50.625,-17.708,-3.667,1015.917,21.740,0.000,0.000
2010-12-27,79.708,-16.583,-2.750,1010.958,31.832,0.000,0.000
2010-12-28,28.167,-19.667,-3.750,1018.625,115.568,0.000,0.000
2010-12-29,36.625,-17.000,-4.417,1021.042,40.769,0.000,0.000
2010-12-30,17.583,-22.708,-7.042,1025.417,234.156,0.000,0.000
2010-12-31,18.667,-21.917,-6.833,1029.375,463.188,0.000,0.000
2011-01-02,36.667,-16.958,-4.958,1035.333,9.327,0.000,0.000
2011-01-03,162.292,-14.500,-6.042,1030.875,1.504,0.000,0.000
2011-01-04,91.333,-15.417,-4.958,1027.208,15.812,0.000,0.000
2011-01-05,20.250,-20.042,-5.042,1031.667,177.676,0.000,0.000
2011-01-06,15.875,-19.208,-5.042,1038.083,357.267,0.000,0.000
2011-01-07,46.667,-17.833,-4.708,1030.917,82.285,0.000,0.000
2011-01-08,53.167,-17.208,-3.875,1028.083,62.040,0.000,0.000
2011-01-10,26.708,-20.833,-4.500,1028.083,104.560,0.000,0.000
2011-01-11,27.000,-20.583,-4.042,1023.042,36.995,0.000,0.000
2011-01-12,62.792,-20.167,-6.375,1023.958,5.010,0.000,0.000
2011-01-13,126.375,-18.750,-4.542,1022.333,6.461,0.000,0.000
2011-01-14,17.583,-20.958,-4.542,1033.417,87.316,0.000,0.000
2011-01-15,16.125,-25.250,-8.042,1039.583,222.990,0.000,0.000
2011-01-16,36.083,-21.750,-8.125,1036.542,3.053,0.000,0.000
2011-01-17,37.875,-20.833,-7.042,1035.125,61.550,0.000,0.000
2011-01-18,20.208,-22.208,-7.875,1033.667,44.887,0.000,0.000
2011-01-19,20.750,-22.208,-6.792,1032.542,51.457,0.000,0.000
2011-01-20,38.750,-21.500,-6.917,1030.875,6.371,0.000,0.000
2011-01-21,71.667,-20.125,-5.000,1028.167,7.042,0.000,0.000
2011-01-22,56.292,-18.250,-5.583,1028.333,25.522,0.000,0.000
2011-01-23,14.500,-21.167,-5.625,1032.208,170.574,0.000,0.000
2011-01-24,44.292,-19.958,-6.792,1032.708,47.498,0.000,0.000
2011-01-25,34.292,-20.833,-6.042,1034.375,33.758,0.000,0.000
2011-01-26,67.542,-19.625,-7.208,1038.917,8.815,0.000,0.000
2011-01-27,31.875,-20.208,-5.750,1041.708,14.905,0.000,0.000
2011-01-28,18.208,-20.958,-5.458,1037.708,38.989,0.000,0.000
2011-01-29,11.917,-23.250,-6.625,1036.042,65.942,0.000,0.000
2011-01-30,21.208,-20.917,-2.500,1033.833,134.594,0.000,0.000
2011-01-31,28.667,-19.125,0.167,1028.083,33.950,0.000,0.000
